user_id,product_id
84,14092
84,13844
84,13539
84,13619
84,13987
84,13986
84,13984
84,17239
84,17521
84,17740
84,17739
84,17738
84,9346
84,17759
84,9575
84,14004
84,11083
8,14224
8,13261
137,9362
137,13555
137,12616
137,13259
85,17481
84,13802
149,17479
149,17521
149,17455
149,9118
149,9408
85,17521
119,11096
119,9346
119,9344
119,11097
119,13729
119,13982
119,13694
119,14015
119,17770
119,12672
119,12513
119,9396
119,9397
119,17471
119,17431
119,17426
119,17473
48,13195
48,15250
48,14883
48,14584
48,14646
48,14543
48,14550
48,14562
48,11000
158,11151
158,11130
158,11177
158,14224
158,14233
158,14232
129,13302
129,13304
129,13303
129,13258
129,17493
129,13398
129,13475
129,13574
129,13575
129,13657
129,13677
129,13678
129,13679
129,13697
129,13728
129,13765
129,13576
129,13612
129,14108
129,13443
129,13537
129,17630
129,16720
129,16721
129,16722
129,16723
129,16435
129,16293
129,16294
8,9457
8,9466
146,14647
146,14238
146,16526
146,14592
146,14563
146,14634
146,17352
60,15263
60,14015
60,14012
60,14013
60,14118
184,11166
184,17544
184,14636
184,14644
63,9344
63,14898
63,12651
55,12641
55,13142
55,17618
55,17817
55,14984
55,13790
55,15250
55,17816
55,17539
55,14477
55,13548
55,14053
143,9344
143,9346
143,13897
143,13849
143,13899
143,13906
143,13716
143,13912
143,17479
63,11108
55,13267
55,14565
163,10610
163,10995
163,14644
163,11110
163,9175
163,9174
163,9178
163,9409
163,14575
157,9420
157,9421
157,9407
157,9365
157,17749
157,9188
60,9166
60,15988
24,14563
24,14705
24,13215
24,13261
24,14567
24,9188
24,9196
24,14222
24,14220
24,13984
24,13985
24,17724
24,13142
24,17719
24,9344
105,14889
105,13791
105,14312
105,9445
105,13807
105,9612
105,9140
105,14122
105,12598
105,14354
105,14329
105,14238
105,14237
105,14314
105,14540
105,14565
105,14649
105,14556
105,14584
105,14567
105,13259
105,17447
105,13997
105,14701
105,15966
129,10228
129,10259
129,10267
129,10284
129,10260
129,10261
129,9929
129,9930
129,9978
129,9787
129,10021
129,10022
129,10023
129,10024
129,9985
129,9420
129,9401
129,9346
129,9344
129,17744
129,17745
129,9152
129,9154
129,9153
129,9118
129,9115
129,9116
129,9124
129,17521
129,17457
129,14007
129,14013
129,14017
129,14019
129,14133
129,13738
129,13739
129,15250
129,13740
129,13750
129,13651
129,13983
129,13447
129,13962
129,13484
129,13608
129,13736
129,13762
129,14144
129,17455
129,17447
129,17431
129,16742
129,16301
129,16448
100,14031
100,13728
100,13968
100,14042
100,14052
100,14102
100,14171
100,14018
100,13980
100,13990
100,13991
100,13290
100,13250
100,10341
100,13149
100,12834
100,12826
100,14220
100,14238
100,14338
100,14339
100,14401
100,17632
100,14795
100,11151
100,9419
100,17737
100,17740
100,9397
100,9396
100,9399
100,9356
100,9358
100,9353
100,17759
100,9083
100,9084
100,9085
100,9087
100,17523
124,15232
124,15152
124,14634
124,14567
124,14647
124,14649
124,17450
124,12623
124,12627
124,12625
124,12649
124,13429
124,12855
124,15261
124,9219
124,9222
124,9303
124,9200
124,15151
124,17719
124,15249
124,12664
124,12687
124,17838
55,14097
55,14147
55,14103
55,14563
55,14565
55,14237
55,13741
55,13258
125,12692
125,12693
125,12694
125,12695
125,12683
125,12684
125,12685
125,12690
125,12691
125,12688
125,12689
125,12686
125,12687
125,13467
125,13499
125,13646
125,13725
125,13744
125,13752
125,13847
125,13765
125,14029
125,14144
125,11281
125,14016
125,11282
125,12599
125,13377
125,13399
125,13571
125,13572
125,13592
125,13595
125,13642
125,13656
125,13713
125,13748
125,13776
125,13903
125,13968
125,13955
125,14013
125,14014
125,14015
125,14019
125,14044
125,14049
125,14056
125,14118
125,14129
125,17624
125,13444
125,13585
125,13673
125,13520
125,15130
125,15129
125,12899
125,13047
129,9545
129,9533
129,9539
129,9562
129,14541
129,14547
129,14563
129,14567
129,14578
129,14579
129,14577
129,14543
129,14565
129,13238
163,10995
163,16435
163,17232
163,17231
163,17230
163,17782
163,17774
163,14634
163,9408
163,9407
163,16861
163,16348
163,16860
94,13757
94,13983
94,13991
94,13990
94,13992
94,13988
94,15257
94,15803
94,10968
94,14081
102,16831
102,13663
102,13719
102,14065
102,14067
102,14070
102,14092
102,14141
102,13398
102,13399
102,13718
102,13602
102,13750
102,13664
102,13448
102,13646
102,13648
102,13701
102,13708
102,13721
102,13723
102,13758
102,13833
102,13851
102,13852
102,13853
102,13855
102,13862
102,13870
102,13872
102,13897
102,13878
102,13894
102,13858
102,13859
102,13898
102,10022
102,10021
102,9787
102,10182
102,14929
102,14931
102,14969
102,15300
102,15298
102,15301
102,15130
102,11264
102,11263
102,11262
102,11261
102,11260
102,11259
102,10181
102,10025
102,13081
129,14549
146,13230
146,13229
146,13494
146,9978
146,9684
146,10995
146,14634
146,17523
146,12625
146,13492
146,13458
146,9457
146,9458
146,14095
146,14020
146,13732
146,13736
146,13757
146,13759
146,13615
104,14087
77,15680
77,15679
77,14563
77,14561
77,14545
77,14546
77,14576
125,16436
125,16287
125,17830
125,13238
125,13794
125,17513
125,17529
125,17476
125,17473
125,17816
125,17547
125,17541
125,17545
125,14575
125,14581
125,14582
125,14583
125,14611
125,10979
125,11003
125,11002
125,17548
125,17719
125,17720
125,11114
55,14131
55,13276
55,14628
48,13198
48,13193
48,13465
48,11121
48,11130
48,11135
48,11180
48,11181
48,13257
48,14543
48,14555
48,14567
159,17431
159,17432
159,17426
159,17430
159,17508
63,14014
63,14039
63,17816
63,17818
63,17536
63,17544
63,17543
63,17542
63,14344
63,14338
63,17840
63,17841
63,9344
77,13162
77,15819
77,15642
77,15643
77,14561
77,14563
85,14316
85,17465
85,17480
46,13229
46,13230
46,13695
46,13694
46,13442
46,13047
46,13975
46,13228
46,17618
46,13637
46,13461
46,13744
46,13805
46,13795
46,13757
46,13687
46,13685
46,13974
46,13989
46,13985
46,13984
46,13977
46,13976
46,13960
46,13992
46,14023
46,14020
46,14019
46,14016
46,14000
46,13999
46,13997
46,14002
46,14007
46,13888
46,13182
46,13400
46,13395
46,13495
46,13522
83,17431
83,17430
163,14635
163,14148
143,13534
143,17817
143,13359
143,13828
137,14111
137,13753
137,17459
137,17226
137,15152
137,15144
137,15251
137,15151
137,15145
137,14263
137,14272
137,17447
137,13346
137,9420
137,10827
137,17639
137,14030
137,17640
60,13257
60,9323
60,17489
85,14743
85,14742
85,17473
85,17481
85,17477
143,13281
143,13410
94,14118
94,17625
94,12828
94,13476
94,14087
94,13335
72,10150
72,11157
72,14022
72,14329
129,12874
129,12876
129,12875
129,10148
129,9578
129,11263
129,11262
129,11261
129,11260
129,11259
129,11257
129,11258
129,11255
129,17456
129,17523
77,14563
77,13276
77,13306
77,13338
77,17844
77,14104
63,17510
63,12790
84,15261
84,17706
84,17456
84,9146
84,12680
77,14561
77,14565
77,14543
77,14541
77,14683
77,14681
77,14796
77,14836
55,9563
55,17481
55,13824
55,17817
55,17816
55,17818
55,14474
55,14473
55,16432
55,12673
104,17249
76,15638
76,15639
76,15568
76,15569
100,13257
100,11282
100,13651
100,14018
100,12875
100,17756
100,17639
100,16850
100,11170
141,9135
141,17473
141,17508
141,17817
141,17818
141,12649
141,9303
141,9223
141,9304
141,9305
141,9307
141,9306
141,9308
141,9309
141,9213
141,9214
141,9206
141,9207
141,14290
63,17778
63,17776
63,17781
63,13662
63,17430
63,17432
63,17439
63,17426
55,13448
55,13669
55,13968
55,13964
55,13642
55,9563
55,16293
55,16436
55,9084
55,9085
55,9086
55,9407
55,9123
60,13550
60,17630
60,9171
60,14100
60,17667
60,14079
48,17552
48,14637
8,13162
8,13353
8,13297
129,17456
129,17455
129,9539
129,12675
129,12680
102,13492
102,13646
102,17618
102,14071
102,13651
102,13652
102,14185
102,15250
102,15608
102,15609
102,15610
102,15611
102,15578
102,15579
102,17819
102,17432
102,17472
102,10088
102,10980
102,11080
102,9966
102,9965
102,9974
102,9976
102,9977
102,10062
102,9794
102,9795
102,10057
102,10061
102,9785
102,10162
102,10166
102,10341
102,10156
102,10196
102,14634
102,14644
84,13267
84,13956
84,15845
84,15837
84,13467
84,13765
84,17426
84,15265
84,17474
84,17473
143,13444
143,13695
143,13432
85,17480
143,13425
143,14171
143,14168
72,14637
72,14638
163,11002
163,14635
163,14019
163,13502
163,14040
163,14148
163,13732
163,13860
163,17630
163,16448
163,16433
163,13977
163,14121
163,17780
163,17232
163,11185
163,11186
163,11187
163,11188
163,11190
163,9445
163,9419
163,17747
72,14557
72,12687
72,12686
72,13736
137,17462
137,17456
137,9413
137,9118
137,9124
137,9115
137,9116
137,9119
137,9114
137,9123
137,9117
137,9202
137,9093
137,9122
137,9421
137,9419
137,14039
137,14224
137,9415
137,9414
137,17837
137,17838
137,13245
60,9393
153,13540
153,17622
153,13964
153,14068
153,14015
153,13504
153,14118
153,10853
153,17289
153,13625
153,13336
63,17817
63,17816
55,14563
55,13361
55,9344
55,9345
55,9346
55,14276
55,14226
55,13142
55,13537
55,13651
55,15167
55,13261
55,13444
55,14233
55,16504
55,16509
78,14647
78,17539
78,17542
78,13142
77,17473
77,17471
77,17431
199,9457
129,13802
129,13534
129,9555
129,9554
129,10986
129,12642
129,12643
129,12644
129,17458
114,17770
16,13976
16,9092
16,17817
16,17816
16,9457
16,13802
16,17819
16,13549
16,17432
16,9189
16,9196
16,17473
16,14105
104,17450
60,9175
60,9395
60,9394
60,9397
218,10904
141,12679
141,12680
129,9557
129,9566
129,9548
129,9531
129,9550
129,9555
129,9553
129,9552
143,13740
143,13968
143,13763
143,13619
85,14926
85,17480
143,13346
143,17539
87,12625
87,12626
87,17445
143,13248
163,16450
163,14083
163,11108
163,16594
163,14018
163,14149
163,16587
55,14106
55,14097
55,13520
55,13536
55,13535
55,17630
55,13533
55,9087
55,9366
55,13487
55,13670
55,16743
55,14272
55,14225
55,17638
84,17492
84,9684
84,12633
84,13451
84,11282
84,14015
84,9124
84,13432
84,9346
84,14147
84,9446
84,9201
84,13974
84,12596
84,10999
141,11186
141,11171
141,12640
141,11178
141,11179
141,17840
141,9345
141,9344
55,14563
84,14014
63,14052
63,13635
63,13636
63,17776
63,11108
55,13843
125,14569
125,14550
125,14617
125,17719
125,14638
125,14572
125,15128
125,15130
125,16448
84,13344
84,13267
84,13353
84,13348
55,13341
55,14144
55,13463
125,17447
125,9422
46,13157
46,13156
46,9175
46,9169
46,9170
46,17726
46,17724
46,17727
46,14490
46,13534
46,13550
46,17630
46,9327
46,13047
46,13302
46,17746
55,13669
55,16421
55,16451
55,16407
55,13861
153,12856
72,10995
94,12598
94,13763
94,14138
94,14140
94,14133
94,11282
94,13538
94,13540
94,13748
94,13968
94,16704
94,16706
94,16708
94,16710
94,16722
94,13416
94,14014
94,14039
102,9366
102,13081
102,10471
102,10462
102,10512
102,10586
102,10544
102,10599
102,10639
102,10737
102,10721
102,10858
102,10857
102,10859
102,10374
102,10156
102,10164
102,10192
102,15580
102,15812
102,15811
72,10995
72,10704
72,14647
72,9209
72,13719
94,15583
94,15584
94,15593
94,15627
24,13533
24,14563
24,13802
24,14265
24,14231
24,14234
24,13694
24,17724
153,14118
100,12874
100,14644
100,14634
100,14635
100,13861
100,13851
100,13852
100,13853
100,13854
100,13855
102,10462
102,10512
102,10939
102,10957
102,16849
102,16848
102,16847
102,16850
102,16852
102,16853
102,16856
102,16879
102,16838
102,16839
102,16840
102,16842
102,16843
102,16844
102,16845
102,16846
102,16982
102,16983
102,16984
102,16990
102,16992
94,11177
94,13991
94,13983
94,9378
94,9416
94,13990
94,14013
94,13424
46,14571
46,17458
46,13047
46,13520
105,9445
105,13997
105,14620
105,13968
105,15223
105,11183
105,11182
105,13983
105,14038
105,14057
55,14604
55,17632
55,14109
55,14569
55,14644
55,14620
55,17474
55,14031
78,14560
218,10904
55,13849
55,17353
55,13622
55,13897
85,14563
94,12855
94,12856
94,14040
94,13802
94,17447
94,10494
94,17458
15,14016
15,16821
15,16822
15,17719
15,11079
15,15768
104,10967
9,15131
9,13849
9,14133
9,13740
9,13454
9,14102
9,13930
9,10088
9,13899
9,14610
9,13322
9,13338
9,13538
9,14085
9,14084
9,9420
9,9421
9,15141
9,9539
9,9532
9,9540
22,14016
22,14012
22,14052
22,14112
22,17625
22,17523
22,17438
22,17432
85,17493
85,17471
85,17450
85,17447
22,12620
22,12640
84,17523
84,16587
84,16569
84,14016
84,17625
84,14240
84,14330
84,14237
84,13553
84,17817
84,17819
84,17818
84,13988
72,13539
72,12539
125,15299
125,15301
125,15265
125,15288
125,17543
125,17474
125,17426
125,17439
125,17476
125,17478
125,9835
137,9178
137,9174
137,13361
137,13336
137,17447
137,13358
137,13984
137,13047
137,13974
137,13346
137,13367
137,13143
137,13166
137,13167
137,13170
137,13171
137,13197
137,13187
137,13325
137,13447
137,13443
137,13393
137,13625
137,13685
137,14023
137,13985
137,13201
137,13555
137,9362
137,13986
137,13987
137,13248
55,12874
55,13346
55,14473
55,13669
55,11234
94,14016
94,14122
94,11085
94,13315
94,13520
94,14177
94,9361
94,15593
94,15627
94,15570
94,15571
158,17838
158,11177
158,17230
158,17231
104,12644
104,17569
46,13142
46,13156
46,13346
46,13181
46,13516
46,13157
60,14300
60,14302
60,9360
125,17817
125,17547
125,17548
125,17545
125,17546
125,17543
125,17537
125,17544
125,11100
125,11091
125,11101
125,16433
125,16435
125,16448
125,16436
125,9346
125,9432
125,9429
125,9422
60,17488
9,14543
9,17345
9,17838
9,14014
9,11000
9,13743
9,14560
9,13448
9,17493
9,11009
9,16894
9,13520
9,13242
9,13170
9,13325
9,14020
9,17720
9,17721
9,14571
9,14635
9,14634
9,9546
9,14151
9,13988
84,15583
84,15584
84,17432
84,13260
84,13393
84,17520
84,13823
84,13813
84,15255
84,13162
84,14083
218,17512
218,9197
218,9189
218,9196
111,14554
111,14555
63,17430
63,12687
63,11085
63,17840
63,15140
63,15141
63,13539
102,16879
102,16966
102,16969
102,16968
102,16971
102,16972
102,16973
102,10574
102,10633
102,10867
102,10541
102,10542
102,10543
102,10472
102,10952
102,11001
102,10718
102,10813
102,10812
102,10814
102,10815
102,12670
102,17837
102,12828
102,12826
102,17838
102,12671
102,12834
102,12839
102,12835
102,12822
102,15770
102,12847
102,15769
102,15768
102,15774
60,9155
218,12168
55,9563
55,12644
60,9157
104,12644
46,13162
46,13537
46,13546
104,17552
100,17618
100,13341
100,14635
100,14644
100,13047
100,11245
100,11098
100,11100
100,16685
100,16414
100,16446
100,16738
100,16411
33,14624
33,15259
33,15261
33,13359
33,13174
33,13145
33,13276
33,13315
33,13193
33,14569
33,17817
33,17816
33,14305
33,10995
33,16436
33,16435
55,9155
55,15313
55,17632
24,13248
24,14163
24,14030
24,13753
24,11098
24,17348
24,13986
24,13987
24,13974
24,13361
24,14111
24,13319
24,10995
24,11000
24,12666
24,16351
24,16349
24,16348
24,16347
24,16323
55,10148
55,10090
55,14541
55,14644
55,9539
125,17435
125,17430
125,17472
125,17492
184,9408
184,11092
184,9238
184,9235
184,9237
184,9234
184,9554
184,12874
111,13344
111,13320
111,13346
111,9539
111,9546
111,9545
111,9535
55,14268
55,17540
55,17815
55,13442
129,13572
129,13571
129,13748
129,16692
129,16271
129,16293
129,13271
129,10986
129,11001
129,14610
129,14607
129,11252
129,11256
129,11254
129,10021
129,11099
129,14033
129,14090
129,10377
129,10512
129,10965
129,10422
129,10737
129,10777
129,10981
129,10987
129,10932
129,10937
129,10938
129,10957
129,13687
129,17719
129,17720
129,17721
129,14563
55,13537
55,13547
55,13766
55,16365
63,17544
63,17818
63,17816
63,13484
63,13691
63,13534
63,13532
63,17840
73,13393
73,13906
73,13856
73,13233
73,16584
73,13539
73,13637
46,13047
46,9445
46,11245
46,12636
46,12637
46,12666
94,17754
94,14177
94,13738
94,15627
94,14328
94,14237
94,13395
94,17745
94,10733
163,16313
163,16467
163,13998
163,16433
163,9425
163,14212
163,16434
163,13575
163,13578
163,9575
163,14119
143,9084
143,9085
143,9086
143,9087
143,11112
143,11113
143,11110
143,11111
143,9346
143,17816
146,17433
146,17814
146,17815
146,17539
146,17816
146,17817
146,17818
146,17819
146,17540
146,17471
146,17475
146,17447
146,13440
146,13503
146,13860
146,11100
146,11101
146,12649
146,12640
146,11093
146,11096
146,14177
146,9457
143,13245
9,17840
9,16436
9,16723
9,16435
9,16720
9,14929
9,17843
9,12641
9,12667
9,12636
9,12637
9,17630
9,13673
9,9420
9,13451
9,13872
9,13744
9,14177
9,12680
9,9443
9,14997
9,12620
9,12622
9,9219
84,17819
84,17523
84,15570
84,15571
84,17817
84,17460
84,17625
84,9118
84,9346
84,13394
84,9116
141,14635
141,17521
55,13535
55,13536
77,9612
77,17508
83,17448
83,17449
83,17460
46,13187
46,13532
46,13488
33,9636
33,17815
33,17817
33,17816
33,16464
33,16312
76,15636
76,15637
76,15568
76,15569
33,14252
9,13312
9,14225
9,14043
9,13736
9,13358
72,15674
72,15675
72,14545
72,14538
73,17618
73,17828
73,17460
73,17461
73,17830
73,17829
137,17447
137,17461
137,17640
137,17226
137,17828
137,13315
137,14029
137,17513
137,13360
55,13778
55,17359
85,10994
85,17431
85,17506
85,17488
85,17489
129,12636
129,12642
129,12691
129,12690
129,17836
129,17838
129,17831
129,16717
129,17627
129,13520
129,13984
129,13985
129,13986
129,13987
129,13990
129,13991
129,14121
129,13649
129,14212
129,9404
129,14184
129,9416
129,16803
129,16327
129,9542
129,13201
129,13533
129,13535
129,13536
129,13555
129,13222
129,13344
129,13345
129,17638
77,17574
77,17569
209,17540
209,17819
209,17818
209,17541
209,17538
209,17817
209,17816
209,17539
209,17543
209,17537
209,17536
111,11135
111,15267
111,15264
111,15298
125,13149
125,13156
125,13304
125,13186
125,13247
125,14111
125,13276
125,13318
125,13343
125,17636
125,16517
125,16519
125,16518
125,16520
125,16521
125,16522
125,16415
125,17430
125,17447
125,17466
125,13548
125,12845
125,9362
125,12866
125,13484
125,13402
125,13547
125,15266
73,13520
73,16509
73,16510
73,13625
73,13685
73,14106
73,14147
73,13691
73,13541
73,14030
73,14105
73,13392
73,13572
73,14087
85,17508
85,17507
84,14680
84,17462
84,17460
84,17461
84,15169
84,15249
84,13444
84,17431
84,17452
33,15257
33,15264
33,15269
33,9445
33,14078
33,14079
33,13657
102,15140
102,15141
102,15142
102,13534
102,9655
102,9076
102,9075
102,15812
102,15811
102,15580
102,15578
102,15579
102,15601
102,15602
102,10993
213,16723
213,16715
213,16712
213,16573
213,16449
213,16272
125,17472
125,11073
125,11078
125,11016
125,11018
125,11004
125,11011
125,11012
125,11007
125,11008
72,14213
72,13327
72,9554
72,13251
55,10995
55,13825
78,12695
78,12693
78,14441
78,14442
78,9631
55,9365
46,13261
55,15249
55,14477
55,13548
55,13402
128,13664
128,13742
128,13743
128,13745
128,13754
128,13719
128,14092
128,14099
128,13720
128,14143
128,12593
128,13129
128,13374
128,13575
128,13577
128,13578
128,13582
128,13591
128,13828
128,13933
128,13934
128,13935
128,13940
128,13968
128,14019
128,14040
128,14049
128,14079
128,14080
128,14078
128,14081
128,14118
128,15127
128,9361
128,12595
128,15803
128,15514
128,15703
128,15784
128,15823
128,15837
63,14151
63,14074
63,13547
63,16368
55,13346
143,17541
143,14058
143,13162
143,17815
143,13261
55,13535
55,13536
153,17777
153,17775
153,17226
153,17780
153,17221
153,17222
153,17223
153,17232
153,17231
153,17230
153,15140
100,9198
100,9221
100,9222
100,9188
100,17786
100,9534
100,13047
100,11114
100,11108
100,12752
100,11109
100,12730
100,12708
100,17523
100,13287
100,13222
100,13229
100,15150
100,15151
100,15167
100,15169
100,13260
100,9545
100,9539
100,9551
55,9345
55,9346
55,14565
143,17829
143,17842
143,9365
143,9092
143,9103
143,9102
143,9105
24,17818
24,17819
24,17816
24,17817
24,13248
24,14234
24,17719
24,16520
24,17544
24,14031
24,13318
24,17625
24,13361
24,11109
24,13540
24,13984
24,13985
24,9563
24,9533
24,17227
72,9540
72,15520
72,9539
72,9544
72,9545
72,9566
33,14597
33,14598
33,13539
33,12620
33,13555
33,9539
141,17819
55,17819
55,17818
55,12672
55,12680
55,16433
55,16435
55,16293
55,16436
55,14556
55,10995
55,11088
55,11090
141,11179
141,11178
141,11182
141,11183
141,11085
111,17845
55,13444
55,13694
129,10747
129,17447
129,17457
129,15130
129,17449
129,10522
129,10867
111,9537
102,15597
102,15598
102,15644
102,15594
102,15595
102,15615
102,15616
102,15627
102,15593
102,15645
102,14134
102,14107
102,14135
102,14136
102,14098
102,17619
102,17620
102,15570
102,15571
102,15572
102,15573
143,14001
143,13309
143,13440
143,13622
143,16587
85,17848
72,14634
72,11105
72,9365
72,9416
72,13308
60,9141
60,9140
60,14563
60,14561
84,17449
84,17447
84,17842
84,17819
84,17818
84,17816
84,15513
84,17770
84,14053
84,17748
84,17746
84,13773
84,13503
84,13733
84,13802
60,17047
60,13541
77,13177
77,13272
77,13201
77,13327
77,13334
77,13333
77,13331
77,14019
77,14020
77,14026
77,14127
77,14128
77,13395
137,17523
137,13313
137,17461
137,11092
137,11097
137,11093
137,11230
137,13804
137,9093
137,13201
137,13346
137,13358
137,13361
137,13238
137,17447
137,13315
128,13685
128,13625
128,13907
128,13687
128,14069
128,13464
128,13807
128,14660
128,14163
128,17625
128,14118
128,14060
128,14033
128,14779
128,14839
128,13261
128,14040
128,11108
128,14083
128,15823
128,15845
128,15820
128,15844
128,9361
128,14133
60,13975
60,17047
94,14163
94,14060
94,13658
94,13420
94,13540
94,16592
94,16570
94,13975
137,17523
137,17760
137,17456
137,9105
137,9106
137,9107
141,11189
141,11186
141,17848
143,10999
125,17547
125,17546
125,14377
125,14354
125,12684
125,12692
125,12687
125,17674
125,17675
125,17710
125,15265
125,17487
125,14268
125,12626
125,12628
111,9550
111,13538
111,13549
111,13552
9,13398
9,13976
9,13996
9,14110
9,14565
9,11000
9,13798
9,13143
9,17815
9,17816
9,17817
94,15819
94,15826
60,13977
137,11082
137,15246
137,13691
225,16711
225,16708
225,16686
225,16739
225,16761
225,16766
225,16819
225,16769
63,17510
63,17816
72,13308
72,15141
72,9537
72,12640
72,12649
72,9150
72,9156
72,9154
72,9136
46,13047
46,9346
46,9325
46,13533
94,14020
94,15583
94,15584
94,17463
94,17465
94,17447
94,17460
94,17456
94,17459
94,17448
94,17457
94,13402
94,17512
143,17819
143,17815
143,17541
143,13252
143,13323
143,9199
143,9319
143,9299
143,9300
143,13267
163,11123
163,9563
163,11110
163,13989
163,11080
163,14083
163,13600
163,17350
163,17292
33,15130
33,9536
33,9436
33,9435
33,15514
33,15803
111,15260
111,15261
111,15262
94,14177
9,9123
9,9122
9,13283
9,13464
9,14069
9,14997
9,14074
9,15150
9,15151
