user_id,product_id,transaction_type
125,13520,2
125,15130,3
125,15129,1
125,12899,3
125,13047,4
129,9545,2
129,9533,1
129,9539,3
129,9562,4
129,14541,1
129,14547,2
129,14563,1
129,14567,4
129,14578,2
129,14579,2
129,14577,1
129,14543,4
129,14565,1
129,13238,2
163,10995,4
163,16435,2
163,17232,3
163,17231,2
163,17230,2
163,17782,1
163,17774,1
163,14634,1
163,9408,2
163,9407,4
163,16861,3
163,16348,1
163,16860,2
94,13757,2
94,13983,2
94,13991,1
94,13990,3
94,13992,2
94,13988,1
94,15257,3
94,15803,3
94,10968,1
94,14081,4
102,16831,3
102,13663,3
102,13719,1
102,14065,4
102,14067,2
102,14070,1
102,14092,2
102,14141,3
102,13398,1
102,13399,3
102,13718,3
102,13602,2
102,13750,3
102,13664,4
102,13448,3
102,13646,1
102,13648,2
102,13701,1
102,13708,3
102,13721,1
102,13723,2
102,13758,3
102,13833,1
102,13851,1
102,13852,2
102,13853,4
102,13855,2
102,13862,3
102,13870,2
102,13872,2
102,13897,1
102,13878,3
102,13894,1
102,13858,4
102,13859,3
102,13898,1
102,10022,1
102,10021,1
102,9787,2
102,10182,1
102,14929,2
102,14931,1
102,14969,2
102,15300,4
102,15298,3
102,15301,2
102,15130,1
102,11264,3
102,11263,2
102,11262,3
102,11261,3
102,11260,4
102,11259,3
102,10181,4
102,10025,4
102,13081,1
129,14549,3
146,13230,1
146,13229,4
146,13494,4
146,9978,1
146,9684,2
146,10995,2
146,14634,2
146,17523,2
146,12625,3
146,13492,4
146,13458,2
146,9457,3
146,9458,3
146,14095,2
146,14020,2
146,13732,4
146,13736,3
146,13757,2
146,13759,3
146,13615,3
104,14087,2
77,15680,2
77,15679,2
77,14563,3
77,14561,4
77,14545,1
77,14546,1
77,14576,4
125,16436,4
125,16287,3
125,17830,3
125,13238,3
125,13794,3
125,17513,3
125,17529,4
125,17476,1
125,17473,4
125,17816,4
125,17547,1
125,17541,2
125,17545,2
125,14575,1
125,14581,2
125,14582,1
125,14583,2
125,14611,2
125,10979,3
125,11003,1
125,11002,4
125,17548,2
125,17719,4
125,17720,4
125,11114,3
55,14131,4
55,13276,4
55,14628,2
48,13198,1
48,13193,1
48,13465,1
48,11121,3
48,11130,1
48,11135,2
48,11180,3
48,11181,3
48,13257,4
48,14543,2
48,14555,2
48,14567,2
159,17431,4
159,17432,3
159,17426,1
159,17430,2
159,17508,3
63,14014,4
63,14039,3
63,17816,1
63,17818,4
63,17536,1
63,17544,1
63,17543,3
63,17542,1
63,14344,4
63,14338,1
63,17840,2
63,17841,2
63,9344,1
77,13162,3
77,15819,2
77,15642,4
77,15643,1
77,14561,3
77,14563,4
85,14316,4
85,17465,2
85,17480,1
46,13229,4
46,13230,3
46,13695,4
46,13694,4
46,13442,1
46,13047,1
46,13975,3
46,13228,1
46,17618,1
46,13637,4
46,13461,1
46,13744,2
46,13805,3
46,13795,1
46,13757,4
46,13687,4
46,13685,2
46,13974,4
46,13989,4
46,13985,1
46,13984,4
46,13977,3
46,13976,2
46,13960,3
46,13992,1
46,14023,2
46,14020,2
46,14019,3
46,14016,4
46,14000,3
46,13999,3
46,13997,1
46,14002,3
46,14007,4
46,13888,3
46,13182,2
46,13400,2
46,13395,4
46,13495,3
46,13522,3
83,17431,3
83,17430,4
163,14635,4
163,14148,2
143,13534,4
143,17817,3
143,13359,4
143,13828,3
137,14111,1
137,13753,2
137,17459,4
137,17226,1
137,15152,1
137,15144,1
137,15251,2
137,15151,3
137,15145,1
137,14263,4
137,14272,4
137,17447,4
137,13346,2
137,9420,3
137,10827,4
137,17639,2
137,14030,4
137,17640,3
60,13257,3
60,9323,1
60,17489,1
85,14743,3
85,14742,4
85,17473,1
85,17481,1
85,17477,4
143,13281,1
143,13410,1
94,14118,3
94,17625,1
94,12828,1
94,13476,1
94,14087,4
94,13335,3
72,10150,2
72,11157,2
72,14022,3
72,14329,3
129,12874,4
129,12876,1
129,12875,2
129,10148,2
129,9578,1
129,11263,4
129,11262,2
129,11261,2
129,11260,4
129,11259,3
129,11257,1
129,11258,1
129,11255,4
129,17456,2
129,17523,2
77,14563,1
77,13276,3
77,13306,3
77,13338,2
77,17844,4
77,14104,2
63,17510,4
63,12790,2
84,15261,2
84,17706,1
84,17456,4
84,9146,4
84,12680,3
77,14561,4
77,14565,2
77,14543,4
77,14541,4
77,14683,1
77,14681,3
77,14796,4
77,14836,3
55,9563,2
55,17481,1
55,13824,1
55,17817,2
55,17816,1
55,17818,3
55,14474,3
55,14473,3
55,16432,2
55,12673,3
104,17249,4
76,15638,4
76,15639,3
76,15568,4
76,15569,1
100,13257,4
100,11282,4
100,13651,2
100,14018,3
100,12875,2
100,17756,1
100,17639,3
100,16850,4
100,11170,2
141,9135,1
141,17473,1
141,17508,1
141,17817,3
141,17818,4
141,12649,4
141,9303,2
141,9223,2
141,9304,2
141,9305,1
141,9307,2
141,9306,3
141,9308,3
141,9309,4
141,9213,1
141,9214,4
141,9206,3
141,9207,2
141,14290,1
63,17778,1
63,17776,1
63,17781,3
63,13662,2
63,17430,4
63,17432,1
63,17439,4
63,17426,1
55,13448,1
55,13669,1
55,13968,1
55,13964,1
55,13642,3
55,9563,1
55,16293,3
55,16436,2
55,9084,2
55,9085,4
55,9086,1
55,9407,1
55,9123,3
60,13550,4
60,17630,3
60,9171,3
60,14100,3
60,17667,4
60,14079,1
48,17552,2
48,14637,4
8,13162,2
8,13353,2
8,13297,4
129,17456,2
129,17455,1
129,9539,4
129,12675,1
129,12680,4
102,13492,2
102,13646,2
102,17618,1
102,14071,3
102,13651,4
102,13652,2
102,14185,1
102,15250,3
102,15608,2
102,15609,2
102,15610,2
102,15611,1
102,15578,4
102,15579,4
102,17819,4
102,17432,4
102,17472,2
102,10088,2
102,10980,4
102,11080,2
102,9966,2
102,9965,3
102,9974,4
102,9976,3
102,9977,4
102,10062,2
102,9794,4
102,9795,4
102,10057,4
102,10061,4
102,9785,4
102,10162,4
102,10166,3
102,10341,1
102,10156,2
102,10196,3
102,14634,3
102,14644,2
84,13267,1
84,13956,1
84,15845,4
84,15837,4
84,13467,3
84,13765,2
84,17426,1
84,15265,2
84,17474,4
84,17473,1
143,13444,4
143,13695,1
143,13432,4
85,17480,1
143,13425,4
143,14171,3
143,14168,1
72,14637,4
72,14638,1
163,11002,4
163,14635,2
163,14019,4
163,13502,2
163,14040,4
163,14148,2
163,13732,3
163,13860,4
163,17630,4
163,16448,2
163,16433,3
163,13977,2
163,14121,2
163,17780,3
163,17232,1
163,11185,1
163,11186,2
163,11187,3
163,11188,4
163,11190,2
163,9445,3
163,9419,3
163,17747,4
72,14557,3
72,12687,1
72,12686,2
72,13736,1
137,17462,1
137,17456,1
137,9413,1
137,9118,2
137,9124,4
137,9115,2
137,9116,1
137,9119,2
137,9114,1
137,9123,1
137,9117,1
137,9202,1
137,9093,2
137,9122,3
137,9421,1
137,9419,1
137,14039,3
137,14224,3
137,9415,4
137,9414,1
137,17837,2
137,17838,2
137,13245,4
60,9393,4
153,13540,3
153,17622,4
153,13964,1
153,14068,3
153,14015,4
153,13504,3
153,14118,4
153,10853,4
153,17289,1
153,13625,1
153,13336,2
63,17817,3
63,17816,1
55,14563,2
55,13361,2
55,9344,1
55,9345,4
55,9346,4
55,14276,4
55,14226,3
55,13142,3
55,13537,3
55,13651,3
55,15167,1
55,13261,4
55,13444,1
55,14233,4
55,16504,2
55,16509,2
78,14647,3
78,17539,3
78,17542,1
78,13142,2
77,17473,2
77,17471,1
77,17431,2
199,9457,4
129,13802,3
129,13534,1
129,9555,3
129,9554,3
129,10986,3
129,12642,1
129,12643,3
129,12644,3
129,17458,1
114,17770,1
16,13976,2
16,9092,4
16,17817,2
16,17816,2
16,9457,4
16,13802,2
16,17819,3
16,13549,3
16,17432,4
16,9189,3
16,9196,4
16,17473,2
16,14105,4
104,17450,2
60,9175,1
60,9395,4
60,9394,3
60,9397,1
218,10904,1
141,12679,4
141,12680,3
129,9557,4
129,9566,3
129,9548,2
129,9531,1
129,9550,4
129,9555,2
129,9553,2
129,9552,3
143,13740,1
143,13968,3
143,13763,4
143,13619,3
85,14926,2
85,17480,4
143,13346,1
143,17539,4
87,12625,1
87,12626,1
87,17445,1
143,13248,4
163,16450,2
163,14083,2
163,11108,1
163,16594,4
163,14018,1
163,14149,2
163,16587,4
55,14106,4
55,14097,2
55,13520,1
55,13536,1
55,13535,3
55,17630,2
55,13533,1
55,9087,4
55,9366,3
55,13487,3
55,13670,4
55,16743,4
55,14272,1
55,14225,3
55,17638,2
84,17492,1
84,9684,2
84,12633,2
84,13451,1
84,11282,1
84,14015,1
84,9124,3
84,13432,2
84,9346,3
84,14147,1
84,9446,4
84,9201,4
84,13974,3
84,12596,4
84,10999,3
141,11186,1
141,11171,1
141,12640,1
141,11178,2
141,11179,3
141,17840,1
141,9345,3
141,9344,1
55,14563,4
84,14014,4
63,14052,3
63,13635,4
63,13636,1
63,17776,3
63,11108,1
55,13843,1
125,14569,4
125,14550,4
125,14617,2
125,17719,2
125,14638,2
125,14572,1
125,15128,3
125,15130,3
125,16448,2
84,13344,1
84,13267,2
84,13353,3
84,13348,2
55,13341,4
55,14144,4
55,13463,3
125,17447,4
125,9422,2
46,13157,4
46,13156,2
46,9175,1
46,9169,2
46,9170,2
46,17726,3
46,17724,4
46,17727,2
46,14490,2
46,13534,4
46,13550,3
46,17630,1
46,9327,1
46,13047,3
46,13302,4
46,17746,1
55,13669,2
55,16421,3
55,16451,4
55,16407,2
55,13861,4
153,12856,3
72,10995,3
94,12598,1
94,13763,4
94,14138,2
94,14140,1
94,14133,4
94,11282,3
94,13538,2
94,13540,4
94,13748,1
94,13968,1
94,16704,3
94,16706,4
94,16708,3
94,16710,3
94,16722,1
94,13416,2
94,14014,1
94,14039,1
102,9366,1
102,13081,2
102,10471,3
102,10462,2
102,10512,4
102,10586,2
102,10544,2
102,10599,2
102,10639,3
102,10737,1
102,10721,3
102,10858,4
102,10857,2
102,10859,1
102,10374,4
102,10156,2
102,10164,3
102,10192,3
102,15580,3
102,15812,4
102,15811,1
72,10995,4
72,10704,3
72,14647,4
72,9209,4
72,13719,1
94,15583,4
94,15584,2
94,15593,1
94,15627,4
24,13533,1
24,14563,3
24,13802,1
24,14265,4
24,14231,2
24,14234,4
24,13694,4
24,17724,2
153,14118,4
100,12874,2
100,14644,4
100,14634,4
100,14635,2
100,13861,4
100,13851,4
100,13852,2
100,13853,3
100,13854,4
100,13855,2
102,10462,4
102,10512,3
102,10939,1
102,10957,4
102,16849,4
102,16848,1
102,16847,2
102,16850,2
102,16852,2
102,16853,4
102,16856,4
102,16879,4
102,16838,2
102,16839,4
102,16840,1
102,16842,1
102,16843,3
102,16844,3
102,16845,1
102,16846,3
102,16982,3
102,16983,2
102,16984,2
102,16990,1
102,16992,2
94,11177,2
94,13991,3
94,13983,1
94,9378,2
94,9416,4
94,13990,3
94,14013,4
94,13424,2
46,14571,4
46,17458,2
46,13047,4
46,13520,2
105,9445,1
105,13997,4
105,14620,3
105,13968,1
105,15223,2
105,11183,3
105,11182,4
105,13983,2
105,14038,1
105,14057,1
55,14604,4
55,17632,1
55,14109,4
55,14569,4
55,14644,3
55,14620,4
55,17474,4
55,14031,3
78,14560,3
218,10904,2
55,13849,2
55,17353,3
55,13622,3
55,13897,3
85,14563,4
94,12855,3
94,12856,2
94,14040,1
94,13802,3
94,17447,1
94,10494,3
94,17458,3
15,14016,2
15,16821,1
15,16822,2
15,17719,1
15,11079,3
15,15768,4
104,10967,1
9,15131,3
9,13849,3
9,14133,1
9,13740,3
9,13454,1
9,14102,1
9,13930,2
9,10088,2
9,13899,4
9,14610,1
9,13322,2
9,13338,3
9,13538,2
9,14085,2
9,14084,2
9,9420,3
9,9421,2
9,15141,1
9,9539,1
9,9532,3
9,9540,4
22,14016,1
22,14012,3
22,14052,1
22,14112,4
22,17625,3
22,17523,3
22,17438,1
22,17432,1
85,17493,3
85,17471,4
85,17450,4
85,17447,2
22,12620,4
22,12640,1
84,17523,3
84,16587,1
84,16569,4
84,14016,2
84,17625,2
84,14240,1
84,14330,1
84,14237,4
84,13553,2
84,17817,1
84,17819,1
84,17818,1
84,13988,2
72,13539,4
72,12539,4
125,15299,4
125,15301,2
125,15265,4
125,15288,2
125,17543,4
125,17474,4
125,17426,3
125,17439,1
125,17476,3
125,17478,2
125,9835,4
137,9178,3
137,9174,4
137,13361,3
137,13336,3
137,17447,4
137,13358,1
137,13984,2
137,13047,2
137,13974,2
137,13346,2
137,13367,2
137,13143,2
137,13166,4
137,13167,4
137,13170,3
137,13171,3
137,13197,4
137,13187,3
137,13325,2
137,13447,1
137,13443,1
137,13393,2
137,13625,3
137,13685,2
137,14023,1
137,13985,2
137,13201,4
137,13555,4
137,9362,3
137,13986,4
137,13987,3
137,13248,4
55,12874,4
55,13346,3
55,14473,2
55,13669,4
55,11234,2
94,14016,1
94,14122,2
94,11085,4
94,13315,4
94,13520,3
94,14177,4
94,9361,2
94,15593,2
94,15627,3
94,15570,1
94,15571,3
158,17838,4
158,11177,3
158,17230,3
158,17231,4
104,12644,2
104,17569,3
46,13142,4
46,13156,4
46,13346,4
46,13181,2
46,13516,3
46,13157,2
60,14300,3
60,14302,2
60,9360,3
125,17817,1
125,17547,4
125,17548,3
125,17545,4
125,17546,4
125,17543,2
125,17537,4
125,17544,3
125,11100,4
125,11091,2
125,11101,1
125,16433,3
125,16435,4
125,16448,4
125,16436,1
125,9346,3
125,9432,4
125,9429,3
125,9422,1
60,17488,4
9,14543,2
9,17345,3
9,17838,2
9,14014,4
9,11000,4
9,13743,4
9,14560,1
9,13448,4
9,17493,2
9,11009,1
9,16894,1
9,13520,3
9,13242,4
9,13170,4
9,13325,1
9,14020,4
9,17720,1
9,17721,3
9,14571,2
9,14635,1
9,14634,2
9,9546,2
9,14151,2
9,13988,2
84,15583,2
84,15584,1
84,17432,3
84,13260,2
84,13393,2
84,17520,2
84,13823,4
84,13813,2
84,15255,1
84,13162,3
84,14083,1
218,17512,4
218,9197,3
218,9189,4
218,9196,4
111,14554,3
111,14555,2
63,17430,3
63,12687,3
63,11085,2
63,17840,4
63,15140,2
63,15141,1
63,13539,1
102,16879,1
102,16966,2
102,16969,1
102,16968,1
102,16971,4
102,16972,3
102,16973,1
102,10574,2
102,10633,3
102,10867,3
102,10541,2
102,10542,4
102,10543,4
102,10472,2
102,10952,1
102,11001,3
102,10718,2
102,10813,3
102,10812,3
102,10814,1
102,10815,2
102,12670,2
102,17837,1
102,12828,2
102,12826,2
102,17838,1
102,12671,4
102,12834,1
102,12839,2
102,12835,4
102,12822,2
102,15770,2
102,12847,2
102,15769,4
102,15768,3
102,15774,4
60,9155,2
218,12168,1
55,9563,1
55,12644,1
60,9157,1
104,12644,4
46,13162,4
46,13537,2
46,13546,4
104,17552,2
100,17618,3
100,13341,3
100,14635,1
100,14644,1
100,13047,1
100,11245,4
100,11098,3
100,11100,2
100,16685,3
100,16414,3
100,16446,3
100,16738,3
100,16411,2
33,14624,4
33,15259,2
33,15261,4
33,13359,1
33,13174,3
33,13145,1
33,13276,3
33,13315,1
33,13193,2
33,14569,3
33,17817,2
33,17816,3
33,14305,3
33,10995,4
33,16436,4
33,16435,2
55,9155,1
55,15313,4
55,17632,1
24,13248,2
24,14163,4
24,14030,4
24,13753,4
